CustomerID,TransactionID,Category,Region,PaymentMethod,Amount
2077,641,Groceries,South,Mobile Pay,219.74
9427,642,Groceries,North,Credit Card,455.42
9580,643,Electronics,South,Debit Card,191.77
8901,644,Beauty,West,Cash,482.22
5858,645,Groceries,North,Mobile Pay,49.2
7544,646,Beauty,South,Credit Card,345.07
5719,647,Electronics,North,Mobile Pay,249.44
3814,648,Beauty,East,Debit Card,196.89
4374,649,Clothing,South,Cash,318.19
2252,650,Home,West,Mobile Pay,353.41
7996,651,Groceries,South,Mobile Pay,7.16
5673,652,Home,North,Mobile Pay,87.64
5530,653,Beauty,North,Debit Card,357.96
7881,654,Groceries,South,Mobile Pay,334.86
7949,655,Beauty,West,Debit Card,483.19
7241,656,Clothing,West,Debit Card,381.71
9017,657,Electronics,West,Debit Card,475.63
7941,658,Groceries,North,Cash,352.76
8002,659,Clothing,South,Cash,152.54
2331,660,Clothing,East,Mobile Pay,57.16
5261,661,Groceries,North,Mobile Pay,392.0
8648,662,Beauty,West,Cash,323.85
6115,663,Clothing,South,Credit Card,28.85
5637,664,Home,West,Cash,183.22
5854,665,Clothing,East,Debit Card,478.62
4177,666,Beauty,West,Cash,252.7
8730,667,Beauty,West,Debit Card,219.2
3180,668,Home,East,Mobile Pay,231.56
5892,669,Clothing,South,Credit Card,108.4
8043,670,Beauty,North,Mobile Pay,187.51
1137,671,Groceries,South,Debit Card,188.06
7327,672,Electronics,East,Debit Card,30.92
4472,673,Electronics,West,Debit Card,384.95
6449,674,Electronics,South,Credit Card,211.17
3832,675,Clothing,North,Cash,411.98
4579,676,Home,East,Mobile Pay,425.92
6971,677,Beauty,South,Mobile Pay,109.94
5164,678,Groceries,North,Cash,330.39
8941,679,Groceries,East,Mobile Pay,238.78
6569,680,Clothing,North,Credit Card,440.68
5300,681,Electronics,East,Mobile Pay,111.79
7269,682,Clothing,West,Debit Card,340.52
4818,683,Home,South,Cash,305.84
2906,684,Home,North,Credit Card,151.17
7254,685,Beauty,East,Cash,72.62
1760,686,Beauty,North,Credit Card,327.56
8830,687,Home,North,Debit Card,370.61
8350,688,Home,South,Cash,161.24
7238,689,Home,West,Mobile Pay,324.19
7090,690,Clothing,North,Credit Card,200.59
7031,691,Home,East,Cash,358.04
8687,692,Groceries,East,Mobile Pay,103.61
9472,693,Electronics,West,Cash,445.66
2887,694,Home,East,Cash,147.27
4266,695,Electronics,West,Cash,187.05
1666,696,Clothing,East,Credit Card,33.76
5188,697,Electronics,South,Mobile Pay,60.2
1671,698,Clothing,North,Debit Card,260.35
7777,699,Groceries,South,Credit Card,137.46
8570,700,Clothing,North,Credit Card,418.56
8956,701,Clothing,North,Credit Card,12.27
6124,702,Beauty,North,Debit Card,192.65
6585,703,Home,South,Mobile Pay,171.99
5777,704,Home,North,Mobile Pay,14.57
4900,705,Groceries,South,Mobile Pay,66.56
7677,706,Groceries,West,Cash,209.75
7981,707,Home,East,Cash,248.97
7376,708,Beauty,East,Cash,205.12
1523,709,Home,North,Debit Card,267.81
3393,710,Beauty,South,Cash,299.59
3593,711,Groceries,East,Debit Card,9.91
8240,712,Electronics,South,Mobile Pay,234.73
7937,713,Groceries,South,Cash,481.93
7190,714,Groceries,North,Cash,261.92
6240,715,Clothing,East,Credit Card,340.38
7493,716,Clothing,North,Debit Card,159.37
3878,717,Clothing,North,Mobile Pay,388.13
5143,718,Clothing,East,Credit Card,387.6
4644,719,Beauty,East,Credit Card,263.04
5432,720,Home,West,Mobile Pay,488.13
2276,721,Electronics,West,Credit Card,67.15
6811,722,Groceries,South,Debit Card,13.39
1302,723,Beauty,East,Debit Card,386.23
1638,724,Electronics,West,Cash,404.54
1055,725,Beauty,South,Credit Card,64.5
9717,726,Beauty,South,Cash,136.46
9150,727,Groceries,South,Credit Card,13.69
3125,728,Home,West,Debit Card,150.19
1364,729,Clothing,East,Debit Card,387.71
7809,730,Home,North,Debit Card,261.39
5621,731,Groceries,South,Credit Card,177.31
6126,732,Groceries,West,Debit Card,189.01
6122,733,Groceries,West,Credit Card,5.67
2646,734,Electronics,North,Cash,153.4
1918,735,Home,North,Credit Card,325.0
3797,736,Home,West,Cash,487.23
7506,737,Beauty,East,Credit Card,424.3
6870,738,Beauty,North,Cash,16.68
2531,739,Beauty,West,Debit Card,449.79
9172,740,Groceries,North,Cash,392.68
4345,741,Home,East,Debit Card,391.29
8673,742,Groceries,South,Debit Card,231.71
7949,743,Electronics,North,Cash,202.01
7882,744,Beauty,East,Credit Card,154.94
2906,745,Groceries,West,Credit Card,37.52
4086,746,Groceries,North,Mobile Pay,117.98
9152,747,Electronics,North,Credit Card,127.07
6750,748,Clothing,West,Mobile Pay,244.62
9905,749,Home,South,Credit Card,374.98
2062,750,Clothing,West,Credit Card,239.54
